tick,nation_id,pop_stock,ind_stock,wealth_stock,army_size,culture_individualist,culture_progressive,culture_militaristic,culture_expansionist,culture_family
6,nation_costa_rica,30.00,30.00,41.00,,0.100000,0.300000,0.300000,0.600000,latin
6,nation_guatemala,84.00,24.00,15.00,,-0.400000,-0.500000,0.200000,0.100000,latin
6,nation_honduras,54.00,18.00,3.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
6,nation_nicaragua,36.00,12.00,3.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
6,nation_panama,24.00,24.00,33.00,,0.100000,0.200000,-0.400000,-0.300000,latin
7,nation_costa_rica,35.00,35.00,47.00,,0.100000,0.300000,0.300000,0.600000,latin
7,nation_guatemala,98.00,28.00,17.50,,-0.400000,-0.500000,0.200000,0.100000,latin
7,nation_honduras,63.00,21.00,3.50,,-0.400000,-0.400000,0.100000,-0.100000,latin
7,nation_nicaragua,42.00,14.00,3.50,,-0.300000,0.000000,-0.100000,-0.100000,latin
7,nation_panama,28.00,28.00,38.50,,0.100000,0.200000,-0.400000,-0.300000,latin
8,nation_costa_rica,40.00,40.00,53.00,,0.100000,0.300000,0.300000,0.600000,latin
8,nation_guatemala,112.00,32.00,20.00,,-0.400000,-0.500000,0.200000,0.100000,latin
8,nation_honduras,72.00,24.00,4.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
8,nation_nicaragua,48.00,16.00,4.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
8,nation_panama,32.00,32.00,44.00,,0.100000,0.200000,-0.400000,-0.300000,latin
9,nation_costa_rica,45.00,45.00,59.00,,0.100000,0.300000,0.300000,0.600000,latin
9,nation_guatemala,126.00,36.00,22.50,,-0.400000,-0.500000,0.200000,0.100000,latin
9,nation_honduras,81.00,27.00,4.50,,-0.400000,-0.400000,0.100000,-0.100000,latin
9,nation_nicaragua,54.00,18.00,4.50,,-0.300000,0.000000,-0.100000,-0.100000,latin
9,nation_panama,36.00,36.00,49.50,,0.100000,0.200000,-0.400000,-0.300000,latin
10,nation_costa_rica,50.00,50.00,65.00,,0.100000,0.300000,0.300000,0.600000,latin
10,nation_guatemala,140.00,40.00,25.00,,-0.400000,-0.500000,0.200000,0.100000,latin
10,nation_honduras,90.00,30.00,5.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
10,nation_nicaragua,60.00,20.00,5.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
10,nation_panama,40.00,40.00,55.00,,0.100000,0.200000,-0.400000,-0.300000,latin
11,nation_costa_rica,55.00,55.00,71.00,,0.000000,0.000000,0.000000,0.000000,
11,nation_guatemala,154.00,44.00,27.50,,-0.400000,-0.500000,0.200000,0.100000,latin
11,nation_honduras,99.00,33.00,5.50,,-0.400000,-0.400000,0.100000,-0.100000,latin
11,nation_nicaragua,66.00,22.00,5.50,,-0.300000,0.000000,-0.100000,-0.100000,latin
11,nation_panama,44.00,44.00,60.50,,0.100000,0.200000,-0.400000,-0.300000,latin
11,nation_independent_costa_rica_11,0.00,0.00,0.00,,0.100000,0.300000,0.300000,0.600000,latin
12,nation_costa_rica,55.00,55.00,70.00,,0.000000,0.000000,0.000000,0.000000,
12,nation_guatemala,168.00,48.00,30.00,,-0.400000,-0.500000,0.200000,0.100000,latin
12,nation_honduras,108.00,36.00,6.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
12,nation_nicaragua,72.00,24.00,6.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
12,nation_panama,48.00,48.00,66.00,,0.100000,0.200000,-0.400000,-0.300000,latin
12,nation_independent_costa_rica_11,5.00,5.00,6.50,,0.100000,0.300000,0.300000,0.600000,latin
13,nation_costa_rica,55.00,55.00,69.00,,0.000000,0.000000,0.000000,0.000000,
13,nation_guatemala,182.00,52.00,32.50,,-0.400000,-0.500000,0.200000,0.100000,latin
13,nation_honduras,117.00,39.00,6.50,,-0.400000,-0.400000,0.100000,-0.100000,latin
13,nation_nicaragua,78.00,26.00,6.50,,-0.300000,0.000000,-0.100000,-0.100000,latin
13,nation_panama,52.00,52.00,71.50,,0.100000,0.200000,-0.400000,-0.300000,latin
13,nation_independent_costa_rica_11,10.00,10.00,13.00,,0.100000,0.300000,0.300000,0.600000,latin
14,nation_costa_rica,55.00,55.00,68.00,,0.000000,0.000000,0.000000,0.000000,
14,nation_guatemala,196.00,56.00,35.00,,-0.400000,-0.500000,0.200000,0.100000,latin
14,nation_honduras,126.00,42.00,7.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
14,nation_nicaragua,84.00,28.00,7.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
14,nation_panama,56.00,56.00,77.00,,0.100000,0.200000,-0.400000,-0.300000,latin
14,nation_independent_costa_rica_11,15.00,15.00,19.50,,0.100000,0.300000,0.300000,0.600000,latin
15,nation_costa_rica,55.00,55.00,67.00,,0.000000,0.000000,0.000000,0.000000,
15,nation_guatemala,210.00,60.00,37.50,,-0.400000,-0.500000,0.200000,0.100000,latin
15,nation_honduras,135.00,45.00,7.50,,-0.400000,-0.400000,0.100000,-0.100000,latin
15,nation_nicaragua,90.00,30.00,7.50,,-0.300000,0.000000,-0.100000,-0.100000,latin
15,nation_panama,60.00,60.00,82.50,,0.100000,0.200000,-0.400000,-0.300000,latin
15,nation_independent_costa_rica_11,20.00,20.00,26.00,,0.100000,0.300000,0.300000,0.600000,latin
