tick,nation_id,pop_stock,ind_stock,wealth_stock,army_size,culture_individualist,culture_progressive,culture_militaristic,culture_expansionist,culture_family
6,nation_guatemala,23.52,6.72,-6.60,,-0.400000,-0.500000,0.200000,0.100000,latin
6,nation_honduras,9.72,3.24,-11.76,,-0.400000,-0.400000,0.100000,-0.100000,latin
6,nation_nicaragua,4.32,1.44,-12.84,,-0.300000,0.000000,-0.100000,-0.100000,latin
6,nation_panama,1.92,1.92,-11.16,,0.100000,0.200000,-0.400000,-0.300000,latin
7,nation_costa_rica,4.76,4.34,-10.92,,0.142120,0.321060,-0.757880,-0.578940,latin
7,nation_guatemala,27.44,7.84,-7.70,,-0.400000,-0.500000,0.200000,0.100000,latin
7,nation_honduras,11.34,3.78,-13.72,,-0.400000,-0.400000,0.100000,-0.100000,latin
7,nation_nicaragua,5.04,1.68,-14.98,,-0.300000,0.000000,-0.100000,-0.100000,latin
7,nation_panama,2.24,2.24,-13.02,,0.100000,0.200000,-0.400000,-0.300000,latin
8,nation_costa_rica,5.44,4.96,-12.48,,0.142203,0.321101,-0.757797,-0.578899,latin
8,nation_guatemala,31.36,8.96,-8.80,,-0.400000,-0.500000,0.200000,0.100000,latin
8,nation_honduras,12.96,4.32,-15.68,,-0.400000,-0.400000,0.100000,-0.100000,latin
8,nation_nicaragua,5.76,1.92,-17.12,,-0.300000,0.000000,-0.100000,-0.100000,latin
8,nation_panama,2.56,2.56,-14.88,,0.100000,0.200000,-0.400000,-0.300000,latin
9,nation_costa_rica,6.12,5.58,-14.04,,0.142291,0.321146,-0.757709,-0.578854,latin
9,nation_guatemala,35.28,10.08,-9.90,,-0.400000,-0.500000,0.200000,0.100000,latin
9,nation_honduras,14.58,4.86,-17.64,,-0.400000,-0.400000,0.100000,-0.100000,latin
9,nation_nicaragua,6.48,2.16,-19.26,,-0.300000,0.000000,-0.100000,-0.100000,latin
9,nation_panama,2.88,2.88,-16.74,,0.100000,0.200000,-0.400000,-0.300000,latin
10,nation_costa_rica,6.80,6.20,-15.60,,0.142382,0.321191,-0.757618,-0.578809,latin
10,nation_guatemala,39.20,11.20,-11.00,,-0.400000,-0.500000,0.200000,0.100000,latin
10,nation_honduras,16.20,5.40,-19.60,,-0.400000,-0.400000,0.100000,-0.100000,latin
10,nation_nicaragua,7.20,2.40,-21.40,,-0.300000,0.000000,-0.100000,-0.100000,latin
10,nation_panama,3.20,3.20,-18.60,,0.100000,0.200000,-0.400000,-0.300000,latin
11,nation_costa_rica,7.48,6.82,-17.16,,0.142473,0.321236,-0.757527,-0.578764,latin
11,nation_guatemala,43.12,12.32,-12.10,,-0.400000,-0.500000,0.200000,0.100000,latin
11,nation_honduras,17.82,5.94,-21.56,,-0.400000,-0.400000,0.100000,-0.100000,latin
11,nation_nicaragua,7.92,2.64,-23.54,,-0.300000,0.000000,-0.100000,-0.100000,latin
11,nation_panama,3.52,3.52,-20.46,,0.100000,0.200000,-0.400000,-0.300000,latin
12,nation_costa_rica,8.16,7.44,-18.72,,0.142563,0.321281,-0.757437,-0.578719,latin
12,nation_guatemala,47.04,13.44,-13.20,,-0.400000,-0.500000,0.200000,0.100000,latin
12,nation_honduras,19.44,6.48,-23.52,,-0.400000,-0.400000,0.100000,-0.100000,latin
12,nation_nicaragua,8.64,2.88,-25.68,,-0.300000,0.000000,-0.100000,-0.100000,latin
12,nation_panama,3.84,3.84,-22.32,,0.100000,0.200000,-0.400000,-0.300000,latin
13,nation_costa_rica,8.84,8.06,-20.28,,0.142650,0.321325,-0.757350,-0.578675,latin
13,nation_guatemala,50.96,14.56,-14.30,,-0.400000,-0.500000,0.200000,0.100000,latin
13,nation_honduras,21.06,7.02,-25.48,,-0.400000,-0.400000,0.100000,-0.100000,latin
13,nation_nicaragua,9.36,3.12,-27.82,,-0.300000,0.000000,-0.100000,-0.100000,latin
13,nation_panama,4.16,4.16,-24.18,,0.100000,0.200000,-0.400000,-0.300000,latin
14,nation_costa_rica,9.52,8.68,-21.84,,0.142735,0.321367,-0.757265,-0.578633,latin
14,nation_guatemala,54.88,15.68,-15.40,,-0.400000,-0.500000,0.200000,0.100000,latin
14,nation_honduras,22.68,7.56,-27.44,,-0.400000,-0.400000,0.100000,-0.100000,latin
14,nation_nicaragua,10.08,3.36,-29.96,,-0.300000,0.000000,-0.100000,-0.100000,latin
14,nation_panama,4.48,4.48,-26.04,,0.100000,0.200000,-0.400000,-0.300000,latin
15,nation_costa_rica,10.20,9.30,-23.40,,0.142815,0.321408,-0.757185,-0.578592,latin
15,nation_guatemala,58.80,16.80,-16.50,,-0.400000,-0.500000,0.200000,0.100000,latin
15,nation_honduras,24.30,8.10,-29.40,,-0.400000,-0.400000,0.100000,-0.100000,latin
15,nation_nicaragua,10.80,3.60,-32.10,,-0.300000,0.000000,-0.100000,-0.100000,latin
15,nation_panama,4.80,4.80,-27.90,,0.100000,0.200000,-0.400000,-0.300000,latin
16,nation_costa_rica,10.88,9.92,-24.96,,0.142892,0.321446,-0.757108,-0.578554,latin
16,nation_guatemala,62.72,17.92,-17.60,,-0.400000,-0.500000,0.200000,0.100000,latin
16,nation_honduras,25.92,8.64,-31.36,,-0.400000,-0.400000,0.100000,-0.100000,latin
16,nation_nicaragua,11.52,3.84,-34.24,,-0.300000,0.000000,-0.100000,-0.100000,latin
16,nation_panama,5.12,5.12,-29.76,,0.100000,0.200000,-0.400000,-0.300000,latin
17,nation_costa_rica,11.56,10.54,-26.52,,0.142965,0.321482,-0.757035,-0.578518,latin
17,nation_guatemala,66.64,19.04,-18.70,,-0.400000,-0.500000,0.200000,0.100000,latin
17,nation_honduras,27.54,9.18,-33.32,,-0.400000,-0.400000,0.100000,-0.100000,latin
17,nation_nicaragua,12.24,4.08,-36.38,,-0.300000,0.000000,-0.100000,-0.100000,latin
17,nation_panama,5.44,5.44,-31.62,,0.100000,0.200000,-0.400000,-0.300000,latin
18,nation_costa_rica,12.24,11.16,-28.08,,0.143033,0.321517,-0.756967,-0.578483,latin
18,nation_guatemala,70.56,20.16,-19.80,,-0.400000,-0.500000,0.200000,0.100000,latin
18,nation_honduras,29.16,9.72,-35.28,,-0.400000,-0.400000,0.100000,-0.100000,latin
18,nation_nicaragua,12.96,4.32,-38.52,,-0.300000,0.000000,-0.100000,-0.100000,latin
18,nation_panama,5.76,5.76,-33.48,,0.100000,0.200000,-0.400000,-0.300000,latin
19,nation_costa_rica,12.92,11.78,-29.64,,0.143098,0.321549,-0.756902,-0.578451,latin
19,nation_guatemala,74.48,21.28,-20.90,,-0.400000,-0.500000,0.200000,0.100000,latin
19,nation_honduras,30.78,10.26,-37.24,,-0.400000,-0.400000,0.100000,-0.100000,latin
19,nation_nicaragua,13.68,4.56,-40.66,,-0.300000,0.000000,-0.100000,-0.100000,latin
19,nation_panama,6.08,6.08,-35.34,,0.100000,0.200000,-0.400000,-0.300000,latin
20,nation_costa_rica,13.60,12.40,-31.20,,0.143158,0.321579,-0.756842,-0.578421,latin
20,nation_guatemala,78.40,22.40,-22.00,,-0.400000,-0.500000,0.200000,0.100000,latin
20,nation_honduras,32.40,10.80,-39.20,,-0.400000,-0.400000,0.100000,-0.100000,latin
20,nation_nicaragua,14.40,4.80,-42.80,,-0.300000,0.000000,-0.100000,-0.100000,latin
20,nation_panama,6.40,6.40,-37.20,,0.100000,0.200000,-0.400000,-0.300000,latin
21,nation_costa_rica,14.28,13.02,-32.76,,0.143214,0.321607,-0.756786,-0.578393,latin
21,nation_guatemala,82.32,23.52,-23.10,,-0.400000,-0.500000,0.200000,0.100000,latin
21,nation_honduras,34.02,11.34,-41.16,,-0.400000,-0.400000,0.100000,-0.100000,latin
21,nation_nicaragua,15.12,5.04,-44.94,,-0.300000,0.000000,-0.100000,-0.100000,latin
21,nation_panama,6.72,6.72,-39.06,,0.100000,0.200000,-0.400000,-0.300000,latin
22,nation_costa_rica,14.96,13.64,-34.32,,0.143267,0.321633,-0.756733,-0.578367,latin
22,nation_guatemala,86.24,24.64,-24.20,,-0.400000,-0.500000,0.200000,0.100000,latin
22,nation_honduras,35.64,11.88,-43.12,,-0.400000,-0.400000,0.100000,-0.100000,latin
22,nation_nicaragua,15.84,5.28,-47.08,,-0.300000,0.000000,-0.100000,-0.100000,latin
22,nation_panama,7.04,7.04,-40.92,,0.100000,0.200000,-0.400000,-0.300000,latin
23,nation_costa_rica,15.64,14.26,-35.88,,0.143316,0.321658,-0.756684,-0.578342,latin
23,nation_guatemala,90.16,25.76,-25.30,,-0.400000,-0.500000,0.200000,0.100000,latin
23,nation_honduras,37.26,12.42,-45.08,,-0.400000,-0.400000,0.100000,-0.100000,latin
23,nation_nicaragua,16.56,5.52,-49.22,,-0.300000,0.000000,-0.100000,-0.100000,latin
23,nation_panama,7.36,7.36,-42.78,,0.100000,0.200000,-0.400000,-0.300000,latin
24,nation_costa_rica,16.32,14.88,-37.44,,0.143362,0.321681,-0.756638,-0.578319,latin
24,nation_guatemala,94.08,26.88,-26.40,,-0.400000,-0.500000,0.200000,0.100000,latin
24,nation_honduras,38.88,12.96,-47.04,,-0.400000,-0.400000,0.100000,-0.100000,latin
24,nation_nicaragua,17.28,5.76,-51.36,,-0.300000,0.000000,-0.100000,-0.100000,latin
24,nation_panama,7.68,7.68,-44.64,,0.100000,0.200000,-0.400000,-0.300000,latin
25,nation_costa_rica,17.00,15.50,-39.00,,0.143404,0.321702,-0.756596,-0.578298,latin
25,nation_guatemala,98.00,28.00,-27.50,,-0.400000,-0.500000,0.200000,0.100000,latin
25,nation_honduras,40.50,13.50,-49.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
25,nation_nicaragua,18.00,6.00,-53.50,,-0.300000,0.000000,-0.100000,-0.100000,latin
25,nation_panama,8.00,8.00,-46.50,,0.100000,0.200000,-0.400000,-0.300000,latin
26,nation_costa_rica,17.68,16.12,-40.56,,0.143444,0.321722,-0.756556,-0.578278,latin
26,nation_guatemala,101.92,29.12,-28.60,,-0.400000,-0.500000,0.200000,0.100000,latin
26,nation_honduras,42.12,14.04,-50.96,,-0.400000,-0.400000,0.100000,-0.100000,latin
26,nation_nicaragua,18.72,6.24,-55.64,,-0.300000,0.000000,-0.100000,-0.100000,latin
26,nation_panama,8.32,8.32,-48.36,,0.100000,0.200000,-0.400000,-0.300000,latin
27,nation_costa_rica,18.36,16.74,-42.12,,0.143481,0.321740,-0.756519,-0.578260,latin
27,nation_guatemala,105.84,30.24,-29.70,,-0.400000,-0.500000,0.200000,0.100000,latin
27,nation_honduras,43.74,14.58,-52.92,,-0.400000,-0.400000,0.100000,-0.100000,latin
27,nation_nicaragua,19.44,6.48,-57.78,,-0.300000,0.000000,-0.100000,-0.100000,latin
27,nation_panama,8.64,8.64,-50.22,,0.100000,0.200000,-0.400000,-0.300000,latin
28,nation_costa_rica,19.04,17.36,-43.68,,0.143515,0.321757,-0.756485,-0.578243,latin
28,nation_guatemala,109.76,31.36,-30.80,,-0.400000,-0.500000,0.200000,0.100000,latin
28,nation_honduras,45.36,15.12,-54.88,,-0.400000,-0.400000,0.100000,-0.100000,latin
28,nation_nicaragua,20.16,6.72,-59.92,,-0.300000,0.000000,-0.100000,-0.100000,latin
28,nation_panama,8.96,8.96,-52.08,,0.100000,0.200000,-0.400000,-0.300000,latin
29,nation_costa_rica,19.72,17.98,-45.24,,0.143547,0.321773,-0.756453,-0.578227,latin
29,nation_guatemala,113.68,32.48,-31.90,,-0.400000,-0.500000,0.200000,0.100000,latin
29,nation_honduras,46.98,15.66,-56.84,,-0.400000,-0.400000,0.100000,-0.100000,latin
29,nation_nicaragua,20.88,6.96,-62.06,,-0.300000,0.000000,-0.100000,-0.100000,latin
29,nation_panama,9.28,9.28,-53.94,,0.100000,0.200000,-0.400000,-0.300000,latin
30,nation_costa_rica,20.40,18.60,-46.80,,0.143577,0.321788,-0.756423,-0.578212,latin
30,nation_guatemala,117.60,33.60,-33.00,,-0.400000,-0.500000,0.200000,0.100000,latin
30,nation_honduras,48.60,16.20,-58.80,,-0.400000,-0.400000,0.100000,-0.100000,latin
30,nation_nicaragua,21.60,7.20,-64.20,,-0.300000,0.000000,-0.100000,-0.100000,latin
30,nation_panama,9.60,9.60,-55.80,,0.100000,0.200000,-0.400000,-0.300000,latin
31,nation_costa_rica,21.08,19.22,-48.36,,0.143605,0.321802,-0.756395,-0.578198,latin
31,nation_guatemala,121.52,34.72,-34.10,,-0.400000,-0.500000,0.200000,0.100000,latin
31,nation_honduras,50.22,16.74,-60.76,,-0.400000,-0.400000,0.100000,-0.100000,latin
31,nation_nicaragua,22.32,7.44,-66.34,,-0.300000,0.000000,-0.100000,-0.100000,latin
31,nation_panama,9.92,9.92,-57.66,,0.100000,0.200000,-0.400000,-0.300000,latin
32,nation_costa_rica,21.76,19.84,-49.92,,0.143631,0.321815,-0.756369,-0.578185,latin
32,nation_guatemala,125.44,35.84,-35.20,,-0.400000,-0.500000,0.200000,0.100000,latin
32,nation_honduras,51.84,17.28,-62.72,,-0.400000,-0.400000,0.100000,-0.100000,latin
32,nation_nicaragua,23.04,7.68,-68.48,,-0.300000,0.000000,-0.100000,-0.100000,latin
32,nation_panama,10.24,10.24,-59.52,,0.100000,0.200000,-0.400000,-0.300000,latin
33,nation_costa_rica,22.44,20.46,-51.48,,0.143655,0.321828,-0.756345,-0.578172,latin
33,nation_guatemala,129.36,36.96,-36.30,,-0.400000,-0.500000,0.200000,0.100000,latin
33,nation_honduras,53.46,17.82,-64.68,,-0.400000,-0.400000,0.100000,-0.100000,latin
33,nation_nicaragua,23.76,7.92,-70.62,,-0.300000,0.000000,-0.100000,-0.100000,latin
33,nation_panama,10.56,10.56,-61.38,,0.100000,0.200000,-0.400000,-0.300000,latin
34,nation_costa_rica,23.12,21.08,-53.04,,0.143678,0.321839,-0.756322,-0.578161,latin
34,nation_guatemala,133.28,38.08,-37.40,,-0.400000,-0.500000,0.200000,0.100000,latin
34,nation_honduras,55.08,18.36,-66.64,,-0.400000,-0.400000,0.100000,-0.100000,latin
34,nation_nicaragua,24.48,8.16,-72.76,,-0.300000,0.000000,-0.100000,-0.100000,latin
34,nation_panama,10.88,10.88,-63.24,,0.100000,0.200000,-0.400000,-0.300000,latin
35,nation_costa_rica,23.80,21.70,-54.60,,0.143699,0.321850,-0.756301,-0.578150,latin
35,nation_guatemala,137.20,39.20,-38.50,,-0.400000,-0.500000,0.200000,0.100000,latin
35,nation_honduras,56.70,18.90,-68.60,,-0.400000,-0.400000,0.100000,-0.100000,latin
35,nation_nicaragua,25.20,8.40,-74.90,,-0.300000,0.000000,-0.100000,-0.100000,latin
35,nation_panama,11.20,11.20,-65.10,,0.100000,0.200000,-0.400000,-0.300000,latin
36,nation_costa_rica,24.48,22.32,-56.16,,0.143719,0.321860,-0.756281,-0.578140,latin
36,nation_guatemala,141.12,40.32,-39.60,,-0.400000,-0.500000,0.200000,0.100000,latin
36,nation_honduras,58.32,19.44,-70.56,,-0.400000,-0.400000,0.100000,-0.100000,latin
36,nation_nicaragua,25.92,8.64,-77.04,,-0.300000,0.000000,-0.100000,-0.100000,latin
36,nation_panama,11.52,11.52,-66.96,,0.100000,0.200000,-0.400000,-0.300000,latin
37,nation_costa_rica,25.16,22.94,-57.72,,0.143738,0.321869,-0.756262,-0.578131,latin
37,nation_guatemala,145.04,41.44,-40.70,,-0.400000,-0.500000,0.200000,0.100000,latin
37,nation_honduras,59.94,19.98,-72.52,,-0.400000,-0.400000,0.100000,-0.100000,latin
37,nation_nicaragua,26.64,8.88,-79.18,,-0.300000,0.000000,-0.100000,-0.100000,latin
37,nation_panama,11.84,11.84,-68.82,,0.100000,0.200000,-0.400000,-0.300000,latin
38,nation_costa_rica,25.84,23.56,-59.28,,0.143756,0.321878,-0.756244,-0.578122,latin
38,nation_guatemala,148.96,42.56,-41.80,,-0.400000,-0.500000,0.200000,0.100000,latin
38,nation_honduras,61.56,20.52,-74.48,,-0.400000,-0.400000,0.100000,-0.100000,latin
38,nation_nicaragua,27.36,9.12,-81.32,,-0.300000,0.000000,-0.100000,-0.100000,latin
38,nation_panama,12.16,12.16,-70.68,,0.100000,0.200000,-0.400000,-0.300000,latin
39,nation_costa_rica,26.52,24.18,-60.84,,0.143773,0.321886,-0.756227,-0.578114,latin
39,nation_guatemala,152.88,43.68,-42.90,,-0.400000,-0.500000,0.200000,0.100000,latin
39,nation_honduras,63.18,21.06,-76.44,,-0.400000,-0.400000,0.100000,-0.100000,latin
39,nation_nicaragua,28.08,9.36,-83.46,,-0.300000,0.000000,-0.100000,-0.100000,latin
39,nation_panama,12.48,12.48,-72.54,,0.100000,0.200000,-0.400000,-0.300000,latin
40,nation_costa_rica,27.20,24.80,-62.40,,0.143789,0.321894,-0.756211,-0.578106,latin
40,nation_guatemala,156.80,44.80,-44.00,,-0.400000,-0.500000,0.200000,0.100000,latin
40,nation_honduras,64.80,21.60,-78.40,,-0.400000,-0.400000,0.100000,-0.100000,latin
40,nation_nicaragua,28.80,9.60,-85.60,,-0.300000,0.000000,-0.100000,-0.100000,latin
40,nation_panama,12.80,12.80,-74.40,,0.100000,0.200000,-0.400000,-0.300000,latin
41,nation_costa_rica,27.88,25.42,-63.96,,0.143804,0.321902,-0.756196,-0.578098,latin
41,nation_guatemala,160.72,45.92,-45.10,,-0.400000,-0.500000,0.200000,0.100000,latin
41,nation_honduras,66.42,22.14,-80.36,,-0.400000,-0.400000,0.100000,-0.100000,latin
41,nation_nicaragua,29.52,9.84,-87.74,,-0.300000,0.000000,-0.100000,-0.100000,latin
41,nation_panama,13.12,13.12,-76.26,,0.100000,0.200000,-0.400000,-0.300000,latin
42,nation_costa_rica,28.56,26.04,-65.52,,0.143818,0.321909,-0.756182,-0.578091,latin
42,nation_guatemala,164.64,47.04,-46.20,,-0.400000,-0.500000,0.200000,0.100000,latin
42,nation_honduras,68.04,22.68,-82.32,,-0.400000,-0.400000,0.100000,-0.100000,latin
42,nation_nicaragua,30.24,10.08,-89.88,,-0.300000,0.000000,-0.100000,-0.100000,latin
42,nation_panama,13.44,13.44,-78.12,,0.100000,0.200000,-0.400000,-0.300000,latin
43,nation_costa_rica,29.24,26.66,-67.08,,0.143832,0.321916,-0.756168,-0.578084,latin
43,nation_guatemala,168.56,48.16,-47.30,,-0.400000,-0.500000,0.200000,0.100000,latin
43,nation_honduras,69.66,23.22,-84.28,,-0.400000,-0.400000,0.100000,-0.100000,latin
43,nation_nicaragua,30.96,10.32,-92.02,,-0.300000,0.000000,-0.100000,-0.100000,latin
43,nation_panama,13.76,13.76,-79.98,,0.100000,0.200000,-0.400000,-0.300000,latin
44,nation_costa_rica,29.92,27.28,-68.64,,0.143845,0.321922,-0.756155,-0.578078,latin
44,nation_guatemala,172.48,49.28,-48.40,,-0.400000,-0.500000,0.200000,0.100000,latin
44,nation_honduras,71.28,23.76,-86.24,,-0.400000,-0.400000,0.100000,-0.100000,latin
44,nation_nicaragua,31.68,10.56,-94.16,,-0.300000,0.000000,-0.100000,-0.100000,latin
44,nation_panama,14.08,14.08,-81.84,,0.100000,0.200000,-0.400000,-0.300000,latin
45,nation_costa_rica,30.60,27.90,-70.20,,0.143857,0.321929,-0.756143,-0.578071,latin
45,nation_guatemala,176.40,50.40,-49.50,,-0.400000,-0.500000,0.200000,0.100000,latin
45,nation_honduras,72.90,24.30,-88.20,,-0.400000,-0.400000,0.100000,-0.100000,latin
45,nation_nicaragua,32.40,10.80,-96.30,,-0.300000,0.000000,-0.100000,-0.100000,latin
45,nation_panama,14.40,14.40,-83.70,,0.100000,0.200000,-0.400000,-0.300000,latin
46,nation_costa_rica,31.28,28.52,-71.76,,0.143869,0.321935,-0.756131,-0.578065,latin
46,nation_guatemala,180.32,51.52,-50.60,,-0.400000,-0.500000,0.200000,0.100000,latin
46,nation_honduras,74.52,24.84,-90.16,,-0.400000,-0.400000,0.100000,-0.100000,latin
46,nation_nicaragua,33.12,11.04,-98.44,,-0.300000,0.000000,-0.100000,-0.100000,latin
46,nation_panama,14.72,14.72,-85.56,,0.100000,0.200000,-0.400000,-0.300000,latin
47,nation_costa_rica,31.96,29.14,-73.32,,0.143881,0.321940,-0.756119,-0.578060,latin
47,nation_guatemala,184.24,52.64,-51.70,,-0.400000,-0.500000,0.200000,0.100000,latin
47,nation_honduras,76.14,25.38,-92.12,,-0.400000,-0.400000,0.100000,-0.100000,latin
47,nation_nicaragua,33.84,11.28,-100.58,,-0.300000,0.000000,-0.100000,-0.100000,latin
47,nation_panama,15.04,15.04,-87.42,,0.100000,0.200000,-0.400000,-0.300000,latin
48,nation_costa_rica,32.64,29.76,-74.88,,0.143892,0.321946,-0.756108,-0.578054,latin
48,nation_guatemala,188.16,53.76,-52.80,,-0.400000,-0.500000,0.200000,0.100000,latin
48,nation_honduras,77.76,25.92,-94.08,,-0.400000,-0.400000,0.100000,-0.100000,latin
48,nation_nicaragua,34.56,11.52,-102.72,,-0.300000,0.000000,-0.100000,-0.100000,latin
48,nation_panama,15.36,15.36,-89.28,,0.100000,0.200000,-0.400000,-0.300000,latin
49,nation_costa_rica,33.32,30.38,-76.44,,0.143902,0.321951,-0.756098,-0.578049,latin
49,nation_guatemala,192.08,54.88,-53.90,,-0.400000,-0.500000,0.200000,0.100000,latin
49,nation_honduras,79.38,26.46,-96.04,,-0.400000,-0.400000,0.100000,-0.100000,latin
49,nation_nicaragua,35.28,11.76,-104.86,,-0.300000,0.000000,-0.100000,-0.100000,latin
49,nation_panama,15.68,15.68,-91.14,,0.100000,0.200000,-0.400000,-0.300000,latin
50,nation_costa_rica,34.00,31.00,-78.00,,0.143912,0.321956,-0.756088,-0.578044,latin
50,nation_guatemala,196.00,56.00,-55.00,,-0.400000,-0.500000,0.200000,0.100000,latin
50,nation_honduras,81.00,27.00,-98.00,,-0.400000,-0.400000,0.100000,-0.100000,latin
50,nation_nicaragua,36.00,12.00,-107.00,,-0.300000,0.000000,-0.100000,-0.100000,latin
50,nation_panama,16.00,16.00,-93.00,,0.100000,0.200000,-0.400000,-0.300000,latin
