tick,nation_id,pop_stock,ind_stock,wealth_stock,army_size,culture_individualist,culture_progressive,culture_militaristic,culture_expansionist,culture_family
9,nation_guatemala,35.28,10.08,0.10,,-0.400000,-0.500000,0.200000,0.700000,latin
9,nation_panama,2.88,2.88,-6.74,,0.100000,0.200000,-0.400000,-0.300000,latin
10,nation_costa_rica,5.00,5.00,12.00,,0.100000,0.300000,-0.800000,-0.600000,latin
10,nation_nicaragua,7.20,2.40,8.60,,-0.300000,0.000000,-0.100000,-0.700000,latin
10,nation_honduras,16.20,5.40,-9.60,,-0.400000,-0.400000,0.100000,-0.100000,latin
10,nation_guatemala,39.20,11.20,-1.00,,-0.400000,-0.500000,0.200000,0.700000,latin
10,nation_panama,3.20,3.20,-8.60,,0.100000,0.200000,-0.400000,-0.300000,latin
11,nation_costa_rica,5.50,5.50,10.20,,0.100000,0.300000,-0.800000,-0.600000,latin
11,nation_nicaragua,7.92,2.64,6.46,,-0.300000,0.000000,-0.100000,-0.700000,latin
11,nation_honduras,17.82,5.94,-11.56,,-0.400000,-0.400000,0.100000,-0.100000,latin
11,nation_guatemala,43.12,12.32,-2.10,,-0.400000,-0.500000,0.200000,0.700000,latin
11,nation_panama,3.52,3.52,-10.46,,0.100000,0.200000,-0.400000,-0.300000,latin
12,nation_costa_rica,6.00,6.00,8.40,,0.100000,0.300000,-0.800000,-0.600000,latin
12,nation_nicaragua,8.64,2.88,4.32,,-0.300000,0.000000,-0.100000,-0.700000,latin
12,nation_honduras,19.44,6.48,-13.52,,-0.400000,-0.400000,0.100000,-0.100000,latin
12,nation_guatemala,47.04,13.44,-3.20,,-0.400000,-0.500000,0.200000,0.700000,latin
12,nation_panama,3.84,3.84,-12.32,,0.100000,0.200000,-0.400000,-0.300000,latin
13,nation_costa_rica,6.50,6.50,6.60,,0.100000,0.300000,-0.800000,-0.600000,latin
13,nation_nicaragua,9.36,3.12,2.18,,-0.300000,0.000000,-0.100000,-0.700000,latin
13,nation_honduras,21.06,7.02,-15.48,,-0.400000,-0.400000,0.100000,-0.100000,latin
13,nation_guatemala,50.96,14.56,-4.30,,-0.400000,-0.500000,0.200000,0.700000,latin
13,nation_panama,4.16,4.16,-14.18,,0.100000,0.200000,-0.400000,-0.300000,latin
