tick,nation_id,pop_stock,ind_stock,wealth_stock,army_size,culture_individualist,culture_progressive,culture_militaristic,culture_expansionist,culture_family
4,nation_costa_rica,2.00,2.00,20.80,,0.100000,0.300000,-0.800000,-0.600000,latin
4,nation_nicaragua,2.88,0.96,-35.56,,-0.300000,0.000000,-0.100000,-0.100000,latin
4,nation_honduras,6.48,2.16,34.16,,-0.400000,-0.400000,0.100000,-0.100000,latin
4,nation_guatemala,15.68,4.48,-4.40,,-0.400000,-0.500000,0.200000,0.100000,latin
4,nation_panama,1.28,1.28,-7.44,,0.100000,0.200000,-0.400000,-0.300000,latin
5,nation_costa_rica,2.50,2.50,18.50,,0.100000,0.300000,-0.800000,-0.600000,latin
5,nation_nicaragua,3.60,1.20,-45.70,,-0.300000,0.000000,-0.100000,-0.100000,latin
5,nation_honduras,8.10,2.70,40.20,,-0.400000,-0.400000,0.100000,-0.100000,latin
5,nation_guatemala,19.60,5.60,-5.50,,-0.400000,-0.500000,0.200000,0.100000,latin
5,nation_panama,1.60,1.60,-9.30,,0.100000,0.200000,-0.400000,-0.300000,latin
6,nation_costa_rica,3.00,3.00,16.20,,0.100000,0.300000,-0.800000,-0.600000,latin
6,nation_nicaragua,4.32,1.44,-55.84,,-0.300000,0.000000,-0.100000,-0.100000,latin
6,nation_honduras,9.72,3.24,46.24,,-0.400000,-0.400000,0.100000,-0.100000,latin
6,nation_guatemala,23.52,6.72,-6.60,,-0.400000,-0.500000,0.200000,0.100000,latin
6,nation_panama,1.92,1.92,-11.16,,0.100000,0.200000,-0.400000,-0.300000,latin
7,nation_costa_rica,3.50,3.50,13.90,,0.100000,0.300000,-0.800000,-0.600000,latin
7,nation_nicaragua,5.04,1.68,-65.98,,-0.300000,0.000000,-0.100000,-0.100000,latin
7,nation_honduras,11.34,3.78,52.28,,-0.400000,-0.400000,0.100000,-0.100000,latin
7,nation_guatemala,27.44,7.84,-7.70,,-0.400000,-0.500000,0.200000,0.100000,latin
7,nation_panama,2.24,2.24,-13.02,,0.100000,0.200000,-0.400000,-0.300000,latin
8,nation_costa_rica,4.00,4.00,11.60,,0.100000,0.300000,-0.800000,-0.600000,latin
8,nation_nicaragua,5.76,1.92,-76.12,,-0.300000,0.000000,-0.100000,-0.100000,latin
8,nation_honduras,12.96,4.32,58.32,,-0.400000,-0.400000,0.100000,-0.100000,latin
8,nation_guatemala,31.36,8.96,-8.80,,-0.400000,-0.500000,0.200000,0.100000,latin
8,nation_panama,2.56,2.56,-14.88,,0.100000,0.200000,-0.400000,-0.300000,latin
9,nation_costa_rica,4.50,4.50,9.30,,0.100000,0.300000,-0.800000,-0.600000,latin
9,nation_nicaragua,6.48,2.16,-86.26,,-0.300000,0.000000,-0.100000,-0.100000,latin
9,nation_honduras,14.58,4.86,64.36,,-0.400000,-0.400000,0.100000,-0.100000,latin
9,nation_guatemala,35.28,10.08,-9.90,,-0.400000,-0.500000,0.200000,0.100000,latin
9,nation_panama,2.88,2.88,-16.74,,0.100000,0.200000,-0.400000,-0.300000,latin
10,nation_costa_rica,5.00,5.00,7.00,,0.100000,0.300000,-0.800000,-0.600000,latin
10,nation_nicaragua,7.20,2.40,-96.40,,-0.300000,0.000000,-0.100000,-0.100000,latin
10,nation_honduras,16.20,5.40,70.40,,-0.400000,-0.400000,0.100000,-0.100000,latin
10,nation_guatemala,39.20,11.20,-11.00,,-0.400000,-0.500000,0.200000,0.100000,latin
10,nation_panama,3.20,3.20,-18.60,,0.100000,0.200000,-0.400000,-0.300000,latin
11,nation_costa_rica,5.50,5.50,4.70,,0.100000,0.300000,-0.800000,-0.600000,latin
11,nation_nicaragua,7.92,2.64,-106.54,,-0.300000,0.000000,-0.100000,-0.100000,latin
11,nation_honduras,17.82,5.94,76.44,,-0.400000,-0.400000,0.100000,-0.100000,latin
11,nation_guatemala,43.12,12.32,-12.10,,-0.400000,-0.500000,0.200000,0.100000,latin
11,nation_panama,3.52,3.52,-20.46,,0.100000,0.200000,-0.400000,-0.300000,latin
12,nation_costa_rica,6.00,6.00,2.40,,0.100000,0.300000,-0.800000,-0.600000,latin
12,nation_nicaragua,8.64,2.88,-116.68,,-0.300000,0.000000,-0.100000,-0.100000,latin
12,nation_honduras,19.44,6.48,82.48,,-0.400000,-0.400000,0.100000,-0.100000,latin
12,nation_guatemala,47.04,13.44,-13.20,,-0.400000,-0.500000,0.200000,0.100000,latin
12,nation_panama,3.84,3.84,-22.32,,0.100000,0.200000,-0.400000,-0.300000,latin
13,nation_costa_rica,6.50,6.50,0.10,,0.100000,0.300000,-0.800000,-0.600000,latin
13,nation_nicaragua,9.36,3.12,-126.82,,-0.300000,0.000000,-0.100000,-0.100000,latin
13,nation_honduras,21.06,7.02,88.52,,-0.400000,-0.400000,0.100000,-0.100000,latin
13,nation_guatemala,50.96,14.56,-14.30,,-0.400000,-0.500000,0.200000,0.100000,latin
13,nation_panama,4.16,4.16,-24.18,,0.100000,0.200000,-0.400000,-0.300000,latin
14,nation_costa_rica,7.00,7.00,-2.20,,0.100000,0.300000,-0.800000,-0.600000,latin
14,nation_nicaragua,10.08,3.36,-136.96,,-0.300000,0.000000,-0.100000,-0.100000,latin
14,nation_honduras,22.68,7.56,94.56,,-0.400000,-0.400000,0.100000,-0.100000,latin
14,nation_guatemala,54.88,15.68,-15.40,,-0.400000,-0.500000,0.200000,0.100000,latin
14,nation_panama,4.48,4.48,-26.04,,0.100000,0.200000,-0.400000,-0.300000,latin
15,nation_costa_rica,7.50,7.50,-4.50,,0.100000,0.300000,-0.800000,-0.600000,latin
15,nation_nicaragua,10.80,3.60,-147.10,,-0.300000,0.000000,-0.100000,-0.100000,latin
15,nation_honduras,24.30,8.10,100.60,,-0.400000,-0.400000,0.100000,-0.100000,latin
15,nation_guatemala,58.80,16.80,-16.50,,-0.400000,-0.500000,0.200000,0.100000,latin
15,nation_panama,4.80,4.80,-27.90,,0.100000,0.200000,-0.400000,-0.300000,latin
